,,,,AJUSTE CAJA, $ 576 ,financiero,20-Jun,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,subtotal,," $ 27,261,191 ",,,
,,,,, $ -   ,,,
,,,,,,,,
,,,,,,,,
1647," $ 1,893,483 ",26-may., adecaucion paneles fuc op#1078 factura #1502 ,4*1000 PAGO SEGUROS MUNDIAL POLIZAS TARIMA CALLE 94, $ 334 ,FINANCIERO,20-Jun,
,,,,PAGO SEGUROS MUNDIAL POLIZAS TARIMA CALLE 94," $ 83,450 ",ADMINISTRATIVO,20-Jun,
,,,,NET CASH PAGO GRUPO FORMICENTRO OP 1091 FORMICA," $ 10,849 ",FINANCIERO,20-Jun,
,,,, PAGO GRUPO FORMICENTRO OP 1091 FORMICA," $ 681,235 ",PRODUCCION,20-Jun,
,,,,RETIRO CAHERO $1.400.000," $ 5,600 ",FINANCIERO,24-Jun,
,,,,prestamo nomina paola cantor celular," $ 1,000,000 ",nomina,24-Jun,
,,,,gasolina 179," $ 60,000 ",transporte,25-Jun,
,,,,4*1000 REEMBOLSO  (33.000)+ CAJA MENOR PAOLA CANTOR SUAREZ, $534 ,FINANCIERO,11-Jun,
,,,,gastos paola cantor soquera," $33,400 ",PRODUCCION,11-Jun,
,,,,NET CASH PAGO FACTRA MB 18195 MOBLI FURNITURE 6 SILLAS BAR FERRARA NEGRA PARA EL PROYECTO LAS PALMAS EN MEDELLIN," $10,836 ",FINANCIERO,11-Jun,
,,,,net cash transferencia dp," $8,124 ",financiero,10-Jun,
,,,,AJUSTE CAJA, $ -879 ,FINANCIERO,10-Jun,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,," $ 1,893,483 ",,,
,,,,, $ -   ,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,subtotal,, $ -   ,,,
,,,,, $ -   ,,,
,,,,,,,,
1648," $ 237,250 ",4-jun., INCAPACIDAD MAURICIO MEDINA DEL 15 AL 21 DE MAYO ,gaoslina 179," $100,000 ",transporte,10-Jun,
,,,,NET CASH PAGO SALDO FACTURA 4641 COMPRA DE MAQUINA SIERRA," $ 94,551 ",FINANCIERO,18-Jun,
,,,,4 por mil  viaje 15 años dimalcco cartagena socios dimalcco $5.647.465," $ 22,590 ",financiero,16-Jun,
,,,,NET CASH CONSIGNACION GRUPO FORMICENTRO COMPRA GRAPE VS F8  -122*244 PARA LA OP 1091 SAN ROQUE," $ 20,846 ",FINANCIERO,6-Dec,
,,,,AJUSTE CAJA, $ -737 ,FINANCIERO,16-Jun,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,subtotal,," $ 237,250 ",,,
,,,,, $ 0 ,,,
,,,,,,,,
,,,,,,,,
1649," $ 12,097,754 ",9-jun., anticipo medcina prepagada san roque ingaez op#1091 ,apago saldos op#1080/1082 diamlccoo publcidad factura #1054," $11,358,250 ",produccion,9-Jun,
,,,,madera alkosto op#1064," $249,950 ",produccion,25-Jun,
,,,,saldo vidrios espejos calle 127 op#1073," $ 401,500 ",PRODUCCION,22-May,
,,,,4 por mil dividendo william  $20.000.000," $ 80,000 ",FINANCIERO,18-Jun,
,,,,net cash tarsnferencia dp," $ 8,124 ",FINANCIERO,26-May,
,,,,AJUSTE CAJA, $ -70 ,FINANCIERO,18-Jun,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,subtotal,," $ 12,097,754 ",,,
,,,,, $ -   ,,,
,,,,,,,,
1650," $ 2,434,557 ",9-jun.,op#1059 corte #1 adicionales hilton minima arquitectos,PAGO FACTRA MB 18195 MOBLI FURNITURE 6 SILLAS BAR FERRARA NEGRA PARA EL PROYECTO LAS PALMAS EN MEDELLIN," $ 1,454,571 ",PRODUCCION,06-011,
,,,,4*1000 PAGO POLIZAS SEGUROS SURAMERICANA PROYECTO TERRANUM , $ 558 ,FINANCIERO,06-011,
,,,,PAGO POLIZAS SEGUROS SURAMERICANA PROYECTO TERRANUM ," $ 139,486 ",ADMINISTRATIVO,06-011,
,,,,NET CASH PAGO ATRAPALO BOGOTA MEDELLIN PROYECTO LAS PALMAS OSCAR CANTOR -NEIDER DURAN ," $ 1,500 ",FINANCIERO,06-011,
,,,, PAGO ATRAPALO BOGOTA MEDELLIN PROYECTO LAS PALMAS OSCAR CANTOR -NEIDER DURAN ," $ 374,882 ",NOMINA,06-011,
,,,,PAGO CUENTA DE COBRO INSTALACION TRIFASICA HERNAN PUENTES ," $ 400,000 ",MANTENIMIENTO,6-Dec,
,,,,gasolina 179," $ 60,000 ",transporte,12-Jun,
,,,,4*1000 REINTEGRO OSCAR CANTOR COMPRAS Y GASTOS VARIOS DE OBRAS  ," $ 3,435 ",FINANCIERO,6-Dec,
,,,,AJUSTE CAJA, $ 125 ,FINANCIERO,12-Jun,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,subtotal,," $ 2,434,557 ",,,
,,,,, $ -   ,,,
,,,,,,,,
1651," $ 27,330,697 ",16-jun., coret #1 terranum connector a y b op#1067 factura 1494 ,material estibas el rosario," $ 150,000 ",produccion,17-Jun, lopez 
,,,,net cash transferencia nomina william $3.600.000," $ 8,124 ",financiero,17-Jun,
,,,,retefuente dc mayo 2025," $ 3,518,000 ",impuestos,17-Jun,
,,,,4 por mil retefuente dimalcco $3.518.000," $ 14,072 ",financiero,17-Jun,
,,,,retiro cajero $1.400.000," $ 5,600 ",financiero,17-Jun,
,,,,gaoslina 179," $ 60,000 ",transporte,18-Jun,
,,,, PAGO SALDO FACTURA 4641 COMPRA DE MAQUINA SIERRA," $ 21,606,857 ",ACTIVO,18-Jun,
,,,,NET CASH PAGO FACTURA NUMERO 18758 MULTICANTOS MADERAS Y SERVICIOS ," $ 9,266 ",FINANCIERO,18-Jun,
,,,, PAGO MADERA MIINER RIOS FACT 1135," $ 1,689,257 ",PRODUCCION,06-011,
,,,,parqueadero compensar," $ 10,300 ",transporte,11-Jun,
,,,,gasolina 394," $ 60,000 ",transporte,11-Jun,
,,,,4*1000 PAGO BONO MES DE MAYO JULIO AGUDELO, $ 388 ,FINANCIERO,26-Jun,
,,,,PAGO BONO MES DE MAYO JULIO AGUDELO," $ 97,000 ",NOMINA,26-Jun,
,,,,4*1000 PAGO BONO MES DE MAYO RODRIGO ALEXANDER RODRIGUEZ, $ 392 ,FINANCIERO,26-Jun,
,,,, PAGO BONO MES DE MAYO RODRIGO ALEXANDER RODRIGUEZ," $ 98,000 ",NOMINA,26-Jun,
,,,,retrio cajero $700.000," $ 2,800 ",FINANCIERO,17-Jun,
,,,,AJUSTE CAJA, $ 641 ,financiero,26-Jun,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,subtotal,," $ 27,330,697 ",,,
,,,,, $ -   ,,,
,,,,,,,,
1654," $ 21,142,953 ",17-jun.,"  op#1062 $12.718.720 y abono factura #1498 op#1075 $6.673.697, FACTURA #1501 OP#1076 REMATES $1.750.536 (total pago con retegarantia contarto grande $117.459.430) ",NET CASH PAGO NOMINA DEL BBVA DEL  1 AL 16 DE JUNIO 2025," $ 89,601 ",FINANCIERO,17-Jun,
,,,,CASH PAGO NOMINA DEL BBVA DEL  1 AL 16 DE JUNIO 2025," $ 12,364,211 ",NOMINA,17-Jun,
,,,,4*1000 PAGO NOMINA DEL 1AL 15 DE JUNI JONNY CASTRELLON," $ 6,443 ",FINANCIERO,17-Jun,
,,,, PAGO NOMINA DEL 1AL 15 DE JUNIO  JONNY CASTRELLON," $ 1,610,700 ",NOMINA,17-Jun,
,,,,4*1000 PAGO NOMINA DEL 1AL 15 DE JUNIO JULIO AGUDELO ," $ 5,798 ",FINANCIERO,17-Jun,
,,,, PAGO NOMINA DEL 1AL 15 DE JUNIO JULIO AGUDELO ," $ 1,449,400 ",NOMINA,17-Jun,
,,,,4*1000 PAGO NOMINA DEL 1AL 15 DE JUNIO JULIO RODRIGUEZ," $4,664 ",FINANCIERO,17-Jun,
,,,, PAGO NOMINA DEL 1AL 15 DE JUNIO JULIO RODRIGUEZ," $1,165,950 ",NOMINA,17-Jun,
,,,,4*1000 PAGO NOMINA DEL 1AL 15 DE JUNIO NEIDER CAMILO DURAN," $ 4,675 ",FINANCIERO,17-Jun,
,,,, PAGO NOMINA DEL 1AL 15 DE JUNIONEIDER CAMILO DURAN," $ 1,168,800 ",NOMINA,17-Jun,
,,,,4*1000 PAGO NOMINA DEL 1AL 15 DE JUNIO OSCAR CORTEZ," $ 4,732 ",FINANCIERO,17-Jun,
,,,, PAGO NOMINA DEL 1AL 15 DE JUNIONEIDER OSCAR CORTEZ," $ 1,183,000 ",NOMINA,17-Jun,
,,,,4*1000 PAGO NOMINA DEL 1AL 15 DE JUNIO MIGUEL CARDENAS," $ 1,728 ",FINANCIERO,17-Jun,
,,,, PAGO NOMINA DEL 1AL 15 DE JUNIONEIDER MIGUEL CARDENAS," $ 431,955 ",NOMINA,17-Jun,
,,,,gasolina 179," $ 60,000 ",transporte,16-Jun,
,,,,gasolina 394," $ 60,000 ",transporte,17-Jun,
,,,,parqueadero calle 94," $ 11,100 ",transporte,17-Jun,
,,,,net cash reintegro william $5.647.465," $ 8,124 ",FINANCIERO,17-Jun,
,,,,gaoslina 179," $ 60,000 ",transporte,24-Jun,
,,,,retiro cajero $1.400.000," $ 5,600 ",FINANCIERO,27-Jun,
,,,,gasolina 394," $ 60,000 ",transporte,27-Jun,
,,,,acarreo #2 envair amterial universidad el rosario," $ 330,000 ",produccion,27-Jun,
,,,,"montacarga movieneto planta , envio material universidad el roisario"," $ 240,000 ",produccion,27-Jun,
,,,,cama cpmercio dimalcco," $ 11,600 ",administrativo,27-Jun,
,,,,4 por mil camara comercio $11.600, $ 46 ,FINANCIERO,27-Jun,
,,,,servicio grua jac 144 taller centro turbos," $ 170,000 ",transporte,27-Jun,
,,,,4*1000 PAGO SERVICIO DE MONTACARGA 7 AGOSTO FACTURA NUMERO 2338, $ 780 ,FINANCIERO,27-Jun,
,,,,PAGO SERVICIO DE MONTACARGA 7 AGOSTO FACTURA NUMERO 2338," $ 195,000 ",ADMINISTRATIVO,27-Jun,
,,,,4*1000 PAGO POLIZAS MASTERPLAN MUNDIAL DE SEGUROS , $ 565 ,FINANCIERO,27-Jun,
,,,, PAGO POLIZAS MASTERPLAN MUNDIAL DE SEGUROS ," $ 141,346 ",PRODUCCION,27-Jun,
,,,,4*1000 CONSIGNACION JHONNY CASTRELLON  REPARACION DE VEHICULO TLO 144," $ 6,000 ",FINANCIERO,27-Jun,
,,,,reteica mayo," $ 135,000 ",impuestos,27-Jun,
,,,,"4 por mi, reteica mayo $135.000", $ 540 ,FINANCIERO,27-Jun,
,,,,sdepsinchada 179," $ 25,000 ",transporte,27-Jun,
,,,,desínchada 394," $ 25,000 ",transporte,27-Jun,
,,,,gasolina 394," $ 60,000 ",transporte,1-Jul,
,,,,NET CASH PAGO BONO MES DE MAYO WILLIAM LOPEZ- ORLANDO MORALES - MAURICIO MEDINA- JUAN CARLOS - DIEGO QUINTERO -JEFFERSON ROJAS," $ 34,028 ",FINANCIERO,26-Jun,
,,,,"NET CASH ANTICIPO FABRICACION DE ARCHIVADORES METALICOS , SISTEMAR OFFICE"," $ 11,324 ",FINANCIERO,20-Jun,
,,,,AJUSTE CAJA, $ 243 ,FINANCIERO,26-Jun,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,subtotal,," $ 21,142,953 ",,,
,,,,, $ -0 ,,,
,,,,,,,,
,,,,,,,,
1655," $ 17,031,033 ",27-jun., corte #2 islas piso 1 terranum op#1075 factura #1506 ,NET CASH PAGO FACTURAS VARIAS PROVEEDOR PINTURAS ARTYCOLOR," $ 15,187 ",FINANCIERO,1-Jul,
,,,,PAGO FACTURAS VARIAS PROVEEDOR PINTURAS ARTYCOLOR," $ 1,765,731 ",PRODUCCION,1-Jul,
,,,,NET CASH PAGO FACTURAS 3973-4220-4269 LAMINADOS BEKA," $ 20,614 ",FINANCIERO,1-Jul,
,,,,PAGO FACTURAS 3973-4220-4269 LAMINADOS BEKA," $ 3,122,599 ",PRODUCCION,1-Jul,
,,,,NET CASH PAGO FACTURAS NUMERO18799-18963 PROVEEDOR MULTICANTOS MADERAS Y SERVICIOS, $493 ,FINANCIERO,7/1/2025,
,,,, PAGO FACTURAS NUMERO18799-18963 PROVEEDOR MULTICANTOS MADERAS Y SERVICIOS," $123,250 ",PRODUCCION,7/1/2025,
,,,,NET CASH PAGO COTIZACION NUMERO3201 PROVEEDOR PATRICK Y SANT SAS," $9,199 ",FINANCIERO,1-Jul,
,,,, PAGO COTIZACION NUMERO3201 PROVEEDOR PATRICK Y SANT SAS," $268,821 ",PRODUCCION,1-Jul,
,,,,4*1000 CONSIGNACION WILLIAM LOPEZ COMPRA DE MADERA," $1,600 ",FINANCIERO,1-Jul,
,,,,madera de pino aidional #1064," $375,050 ",PRODUCCION,1-Jul,lopez
,,,,4*1000 PAGO TALADRO HENRY GONZALEZ ," $1,000 ",financiero,7/7/2025,
,,,,PAGO TALADRO HENRY GONZALEZ  prestamo nomina," $250,000 ",nomina,7/7/2025,
,,,,NET CASH PAGO FACTURA NUMERO 2832 LAMICENTRO MERANTI," $23,267 ",financiero,7/7/2025,
,,,,PAGO FACTURA NUMERO 2832 LAMICENTRO MERANTI," $3,785,763 ",PRODUCCION,7/7/2025,
,,,,4*1000 PAGO 2 PACAS DE VINIPEL MARIO HERNANDEZ," $1,440 ",financiero,7/7/2025,
,,,,PAGO 2 PACAS DE VINIPEL MARIO HERNANDEZ," $360,000 ",PRODUCCION,7/7/2025,
,,,,4*1000 PAGO CONSIGNACION JHONNY CASTRELLON , $400 ,PRODUCCION,7-Jul,
,,,,nomina william," $ 6,464,000 ",nomina,2-Jul,
,,,,4 por mil nomina wiliam $6.464.000," $ 25,856 ",FINANCIERO,2-Jul,
,,,,trensferencia nomina william $6.464.000," $8,124 ",FINANCIERO,2-Jul,
,,,,espejo san roque op#1091," $220,300 ",produccion,2-Jul,
,,,,lavado intercoller 144," $ 100,000 ",transporte,4-jul.,
,,,,tornilleria san roque #1091," $ 80,300 ",PRODUCCION,4-jul.,
,,,,pinta aceite 144," $ 5,000 ",transporte,4-jul.,
,,,,RETRO CAJERO $700.000," $ 2,800 ",FINANCIERO,4-jul.,
,,,,AJUSTE CAJA, $ 239 ,FINANCIERO,4-jul.,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,subtotal,," $ 17,031,033 ",,,
,,,,, $ -   ,,,
,,,,,,,,
1656," $ 43,874,735 ",27-jun.,OP#1067 CORTE #2 CONNECTOR AYB FACTURA #1504,DIVIDENDOS WILLIAM BONO UNIVERSIDAD," $20,000,000 ",DIVIDENDO,2-jul.,
,,,,4 POR MIL DIVIDENDO WILLIAM," $80,000 ",FINANCIERO,2-jul.,
,,,,NET CASH DIVIDENDOS WILLIAM $20.000.000," $8,124 ",FINANCIERO,2-jul.,
,,,,DIVIDENDOS OSCAR  BONO UNIVERSIDAD," $20,000,000 ",DIVIDENDO,2-jul.,
,,,,4 POR MIL DIVIDENDO OSCAR," $80,000 ",FINANCIERO,2-jul.,
,,,,NET CASH DIVIDENDOS OSCAR $20.000.000," $5,018 ",FINANCIERO,2-jul.,
,,,,RETIRO CAJERO $1.400.000," $5,600 ",FINANCIERO,2-jul.,
,,,,GASOLINA 179," $60,000 ",TRANSPORTE,2-jul.,
,,,,transportes alkosto mosquera," $99,000 ",TRANSPORTE,2-jul.,
,,, reembolso lopez ,TORNILLOS," $12,500 ",produccion,5-jun., OP # 1081 
,,, reembolso lopez ,"BOLSAS, PEGANTE Y AGUA"," $6,000 ",produccion,7-jun., OP # 1067 
,,, reembolso lopez ,TORNILLOS," $17,500 ",produccion,7-jun., OP # 1067 
,,, reembolso lopez ,THINNER," $4,500 ",produccion,7-jun., OP # 1067 
,,, reembolso lopez ,"BROCHA MONA 1/2"""," $3,000 ",produccion,9-jun., OP # 1081 
,,, reembolso lopez ,PASAJES OBRA CNN 80 PISO 3," $7,000 ",produccion,10-jun., OP # 1082 
,,, reembolso lopez ,TORNILLOS," $31,000 ",produccion,12-jun., OP # 1064 
,,, reembolso lopez ,GASOLINA LLEVAR MUESTRA," $6,000 ",produccion,13-jun., OP # 1067 
,,, reembolso lopez ,PARQUEADERO," $2,000 ",produccion,13-jun., OP # 1067 
,,, reembolso lopez ,CINTA DOBLE FAZ," $10,000 ",produccion,17-jun., OP # 1081 
,,, reembolso lopez ,MONTACARGAS MOVER LAMINA ROSARIO," $95,000 ",produccion,18-jun., PLANTA 
,,, reembolso lopez ,GASOLINA RECOGER MATERIAL Y LLEVAR APTO 127," $10,000 ",produccion,18-jun., OP # 1081 
,,, reembolso lopez ,PASAJES COMPRA CINTA VELCRO," $6,400 ",produccion,18-jun., OP # 1075 
,,, reembolso lopez ,"CINTA VELCRO DE 1"""," $36,000 ",produccion,18-jun., OP # 1075 
,,, reembolso lopez ,RESMA DE PAPEL 3 UND," $42,300 ",produccion,18-jun., OFICINA 
,,, reembolso lopez ,CANTO IGUAQUE ," $1,100 ",produccion,19-jun., OP # 1081 
,,, reembolso lopez ,CLAVIJA," $4,500 ",insumos,19-jun., PLANTA 
,,, reembolso lopez ,VIDRIO TEMPLADO 10MM," $107,250 ",produccion,19-jun., OP # 1091 
,,, reembolso lopez ,PASAJES COMPRA CANTO RIGIDO," $6,400 ",produccion,19-jun., OP # 1091 
,,, reembolso lopez ,35 ML CANTO RIGIDO ROBLE LINEAL * 22MM," $114,350 ",produccion,19-jun., OP # 1091 
,,, reembolso lopez ,ENVIAR CARTA SOBRE A CHIA," $17,500 ",TRANSPORTE,19-jun., OFICINA 
,,, reembolso lopez ,PLATINA HIERRO 3/4*1/8 Y BROCAS," $39,500 ",produccion,20-jun., OP # 1079 
,,, reembolso lopez ,FRESAS Y BROCAS," $47,300 ",produccion,20-jun., OP # 1091 
,,, reembolso lopez ,FRESAS   ," $37,500 ",insumos,20-jun., OP # 1091 
,,, reembolso lopez ,JEFFERSON ROJAS  PARQUEADERO," $8,000 ",TRANSPORTE,24-jun., OFICINA 
,,, reembolso lopez ,COPIAS," $5,700 ",administrativo,24-jun., OFICINA 
,,, reembolso lopez ,GASOLINA CHICO A PLANTA,,TRANSPORTE,24-jun., OFICINA 
,,, reembolso lopez ,HERRAJE PLEGABLE Y BISGRAS," $36,500 ",TRANSPORTE,24-jun., OP # 1099 
,,, reembolso lopez ,PASAJES COMPRA MADERA HOME CENTER 13 LISTONES," $6,000 ",produccion,24-jun., OP # 1064 
,,, reembolso lopez ,PASAJES COMPRA DE HERRAJES PLEGABLES," $6,400 ",produccion,24-jun., OP # 1099 
